name,stars,branch,commit
BelooS@ChipsLayoutManager,3203,master,af33b9c747119f266aeaf5ddafdc1d34a9e3c900
daimajia@AndroidViewHover,3203,master,7b1bc51b75500a761760fb6038c67adc4816bc16
eleme@UETool,3202,master,e7cf53394359d124a4dcf2f07b53cc7ae4830046
WritingMinds@ffmpeg-android-java,3197,master,6fd8356ff41c4443dc84c6f0bce478bf5d4c4122
awaitility@awaitility,3193,master,a56dce91b2abff03beb4773180ec6e5edb0117d7
jMonkeyEngine@jmonkeyengine,3186,master,8fe3577e1b6dd62b3a25ce1ed15708f018800291
uber@NullAway,3183,master,89c74f340b5a3a6cde64eadbd1ae795fec96520c
chrisbanes@ActionBar-PullToRefresh,3181,master,f347ef96c2643fecee7cbf671db05c0487666dff
RipMeApp@ripme,3180,master,4aec4634a86cec6e75cd4fdf0658d58baef8d009
react-native-share@react-native-share,3179,main,b4eec9598ac679c42892b173b771961c43587585
jfinal@jfinal,3175,master,e5cb8d1374252a8c0ed936ab29a0f29a35dbc69f
ballerina-platform@ballerina-lang,3172,master,7731cb3b43badcbea8df68b577dccc186cfda82f
immutables@immutables,3172,master,b511f4e5f246bf1d6aed006fd960ee2ed9549c95
trojan-gfw@igniter,3171,master,e0964bc5f4cd8c0c481405a1a38e9e493791c002
facebookarchive@network-connection-class,3170,master,7282817fcf890c9ace568d0cc260e51c83954d7a
alibaba@cobar,3169,master,bc36a14d4a3f8acc0db0b3b07a7db8d38afefda5
amulyakhare@TextDrawable,3168,master,558677ea316e60346948b381e5e274f49b00d370
dariuszseweryn@RxAndroidBle,3163,master,be3ee50938ebeff9db08f90a4e52c16a4f45b3b0
spring-cloud@spring-cloud-kubernetes,3163,main,04e7601f3c04330560612c0af95fc2f6ae3c4ac0
tronprotocol@java-tron,3159,develop,93df1888a823a7c2061f54ee477eaf7dd00e06c3
FasterXML@jackson-databind,3153,2.14,0569cca8f2c775e01b39457223e40ec9614ee43a
watabou@pixel-dungeon,3153,master,ca458a28f053612973d5d6059dae5f6f2ca4fcb7
ververica@flink-cdc-connectors,3152,master,ddd0680009bf8055543d1ec4616a74889db164ac
aragozin@jvm-tools,3142,master,7b8b9c4e3a6ad137a7f94be399a82c98d97e5403
nicolasgramlich@AndEngine,3142,GLES2,720897f99d2c56ba357e8fe361454bd8d88c37ed
airbnb@native-navigation,3132,master,9cf50bf9b751b40778f473f3b19fcfe2c4d40599
nayuki@QR-Code-generator,3131,master,0dbd3b2133180e55e6b5abc4eabe1b78abfc5cac
Red5@red5-server,3131,master,5959816b7e478b0c51e448347f4ebe64527fc332
danylovolokh@VideoPlayerManager,3128,master,3f37564f9f33f37d441c73e6112d776c19161c21
guoguibing@librec,3126,3.0.0,296082c072ce7d973ebfccde793e59062d8a3add
requery@requery,3116,master,7ff49330f3b20b7d2bedba6457b18134a7bdbef8
nextcloud@android,3109,master,50f3aee8f3cd78447174029229a2b33f15497220
java8@Java8InAction,3085,master,4786c46a24e2f7d0a749d34d585bb2c1d9f64c53
JCTools@JCTools,3082,master,9c39910767f9733cfc69da57c3abead16b1a3263
MindorksOpenSource@PRDownloader,3062,master,a2226e4e99a844db7c5072d44527ff70e32ef0a8
gabrielemariotti@RecyclerViewItemAnimators,3061,master,1a94e4e69217be8711c12edb6004163b169c00a1
sofastack@sofa-jarslink,3049,master,c84f885fda4a1d53345ae37606214e0805b002d8
florent37@ShapeOfView,3042,master,a42debe4958a88cc3cce849dfc83ea11cb4531e9
keyboardsurfer@Crouton,3039,master,7806b15e4d52793e1f5aeaa4a55b1e220289e619
mplushnikov@lombok-intellij-plugin,3038,master,272ace7f284085d36a5dc78daa2bf58fd31f2488
xmuSistone@ViewpagerTransition,3036,master,fa92d8296dbf22e4daef0fd2de7b35a587625ed9
Marswin@MarsDaemon,3035,master,dd04983a389d5db73e18849d8c48a5610cc1e27a
bitcoin-wallet@bitcoin-wallet,3030,master,586b1cca72f430730f290fe8f878fdc9881cdcc3
jgilfelt@android-viewbadger,3029,master,e08c3a78cb92c0c8587790b15e73434f972912cf
evrencoskun@TableView,3027,master,cf9c7f66e764aee2c6f30df816ca21c270ecd01a
jtablesaw@tablesaw,3024,master,33c55ecc684937c62ec09586ac855c13aa1834e5
dmytrodanylyk@android-process-button,3014,master,c08f374da24538b66f38b894b89d5d12f1df6d3d
sofastack@sofa-jraft,3012,master,a9c5b70c7b9eb78bac6e9475ceb938acb04e15f0
allure-framework@allure2,3003,master,ea1f2139f35431f36f13e0fe4f6d17d2746eb53d
pedrovgs@DraggablePanel,3003,develop,6b6d1806fa4140113f31307a2571bf02435aa53a
jd-alexander@LikeButton,3000,master,42cc1ec18c72bd3b3efa7e7620fb073b2926ab0e
ZieIony@Carbon,3000,master,95a94bacdbad092e6a49b3e0aee09c7eaf04cdb7
facebookarchive@react-native-fbsdk,2999,master,b8ed568b05f3e41e6d6b937ae3125492f95e60bf
Mojang@brigadier,2989,master,3c773a7188e758052b099b055b32a20f75ac45c1
charles2gan@GDA-android-reversing-Tool,2986,master,b6d03dc7f393c6a224289aad81fb72324eaa078f
KeepSafe@dexcount-gradle-plugin,2985,master,81dbefd774dab3febe88f56a1d7ece2b2369f12e
lovetuzitong@MultiImageSelector,2984,master,bed718f773a637d6f3c6e6bd8ac316cd03404b8f
spring-io@initializr,2984,main,69faa5e61d249a0afa0bd4d9a5fd44b7a45a9298
yui@yuicompressor,2983,master,cf0497e53fffe4ddbd50e71518c40e0c07d120de
yarolegovich@SlidingRootNav,2981,master,331e2aaa6c72933bfd0401b026efe2761c1a9c00
stephanenicolas@robospice,2978,release,8bffde88b3534a961a13cab72a8f07a755f0a0fe
angryip@ipscan,2976,master,7a806c9283606d2a5c1ee4669c131484e91ce09d
eclipse-openj9@openj9,2971,master,53c0b4dbbab04bf4d7d0257cbbf941be991c4e32
s4kibs4mi@java-developer-roadmap,2970,master,7f6daf505e0e143576d18b0ad21aabbcbf6ce03f
jasonross@Nuwa,2967,master,750c6394036b50734546443b3359c57327565a62
yusugomori@DeepLearning,2967,master,739dfd1d7919c328e0d3b8129855c2ad71b80036
ltsopensource@light-task-scheduler,2962,master,b61e6ae4320d5bf63d803ed0ccc33894d854539b
JackyAndroid@AndroidChromium,2959,master,337687c3d475960c00d57f2c72719b47d6ce9011
apache@logging-log4j2,2957,release-2.x,eab4c7459a5dccaaab5a0d975efc6d23fe1eca41
camunda@camunda-bpm-platform,2951,master,a609c6201341107b7f5ad52934cdc25bddb8252b
Dimezis@BlurView,2944,master,676ecab899f9b299c4b89a207b71b8afa616aa0a
CrawlScript@WebCollector,2938,master,a130996dac3219049befec2cb5d5cc8f7f2e0f2f
edmodo@cropper,2933,master,1640cb4839a6a54167f44a247e6095eb1385044c
ant-media@Ant-Media-Server,2930,master,52b55928d18f6b1093bf67a2598f2df2350e9a8b
cSploit@android,2926,develop,3679ca5b40e687c8618d9b9fa58f50164e8168e5
diffplug@spotless,2926,main,1b35bf9ce11e233011107295b97ee3cfb68650d0
Sayi@poi-tl,2920,master,a695a607d9fe6d3f4e9ee50e8e83b82b18fc1f40
mmin18@RealtimeBlurView,2917,master,82df3520b4b377313ea17f27ee54a0410be077ad
pytorch@serve,2917,master,da6bb5664b1a8dfa57d1ea2e8e2a6dd02e558672
bmelnychuk@AndroidTreeView,2915,master,5850dc8252b94e3ce9c5f2a375dea57683b326a1
googlesamples@android-vision,2910,master,c6e2f82c9ce62403fd56766dd64bfc7942df8021
javaee@jersey,2905,master,faa809da43538ce31076b50f969b4bd64caa5ac9
udacity@Sunshine-Version-2,2895,sunshine_master,5d0dd65f0baab1f2b34a1e8bd8e311a9e581a83d
iwgang@CountdownView,2894,master,3433615826b6e0a38b92e3362ba032947d9e8be7
geftimov@android-pathview,2891,master,81b316be165dfc2f0067279b104e3f45dc071182
geoserver@geoserver,2891,main,354a13883e3d8cb873741f845e414d6b465a8640
ManuelPeinado@FadingActionBar,2888,master,1c148b91867259ea43e6343d8afb69d106168b46
halirutan@IntelliJ-Key-Promoter-X,2884,master,57fd9348c996399c94d7343e3b2f0e7eb1b68df1
AlmasB@FXGL,2877,dev,d5c546a9b2717e3fdd21d61c30535209c2adbab0
AxonFramework@AxonFramework,2874,master,bc0d7bae4695e9881b46239c5347063d91225f32
sublimehq@Packages,2872,master,f6f271bfe843f070ca641863a5be76c055a66305
bastillion-io@Bastillion,2867,master,3f478bd2ec4b0c8cc51764169bf84f7f140e9674
JackyAndroid@AndroidTVLauncher,2864,master,0e9d0a6d4e7bd32d0efceab1cb3931d5c22c6bcd
race604@FlyRefresh,2862,master,b3049ab0ec2053b23c6a921ddd23bb6e40820ce9
spotbugs@spotbugs,2862,master,d572c2b1296886e2006560299a875fa32307828d
sockeqwe@AdapterDelegates,2859,master,e855771c3ed8b256287e46350ebc3ada2085c41a
googlesamples@google-services,2858,master,0c2c62a7f54c9158e2598f77c59f09dece68a316
apache@curator,2853,master,9b3a145372d9a8bc9a71adb630a1ad9b71fd2889
SpecialCyCi@AndroidResideMenu,2853,master,eee589e385d148d51c32aad3667fdc30839bb576
YahooArchive@anthelion,2853,master,617dd4485b49e15661ec3d8c291b6a3066b55e28
saulmm@Android-Material-Examples,2851,master,81929ca666f573b0468e0329ac6a87cd6daf7c8d
nic-delhi@AarogyaSetu_Android,2849,master,b81f31a4a1e1c7c20159a608fc305de402deff4b
openaphid@android-flip,2849,master,fbfbdbe101987525a4959e09e2fa914c5ced5398
KeepSafe@ReLinker,2846,master,41a5e0ce54a171b4633380404bb99dece01a6582
jenkinsci@blueocean-plugin,2845,master,a5008bfa7e74e3bb97f54cd63955af1e7f489bd9
w446108264@XhsEmoticonsKeyboard,2840,master,5eb2877c5b90d62e0e0d7c6c3eb0feaffa85c678
shopizer-ecommerce@shopizer,2837,master,9a1602a664ab882b5420ff4339db45af44a48423
helidon-io@helidon,2836,helidon-3.x,7c02a376a915de083d3994c937cbb85c3e468375
jprante@elasticsearch-jdbc,2835,master,10df51a707572ba40abc2009aa02b99b8d28cbf7
donglua@PhotoPicker,2834,master,9d338b44292cbd6a7a638b071245a73d21869f2a
MindorksOpenSource@android-mvvm-architecture,2830,master,2b143436c3b5de3321298db75521f48eb99c2a46
mzule@ActivityRouter,2821,master,2f39508cce35674d0aa34f21ca9979eec2af5172
Netflix@concurrency-limits,2819,master,ff90760ebda2af6c09d7e26a6eb58edb67b4ab40
googlearchive@android-Camera2Basic,2817,master,4cc1c3e219d8d168b7893f7a6b2b348740679e5a
google@binnavi,2815,master,4cfdd91cdda2a6150f537df91a8c4221ae50bb6d
yacy@yacy_search_server,2814,master,309adb814e100098c593ccda59fc428c3de0bb37
JulienGenoud@android-percent-support-lib-sample,2813,master,ab37ec9395089fb9b571859256e879cdc5d88929
Teevity@ice,2813,master,608e096ca40c3fd2fca079e00b7f3286871b020e
JoanZapata@android-pdfview,2812,master,8f239bb91ab56ff3066739dc44bccf8b1753b0ba
jackpal@Android-Terminal-Emulator,2811,master,35188f8a8b57989a4a4ec9485e11187b46be26d9
google@bundletool,2808,master,d01b9783a8a8e59985c6df7f14ff89b444c276bb
deepjavalibrary@djl,2807,master,cfd2feace0d2ae6e27ad2aee24b82987af04eed8
mbechler@marshalsec,2805,master,f645788e6a75155fdfccab1fc036a032212d8484
RoaringBitmap@RoaringBitmap,2802,master,49e23e5c93b531b2b3c02fbc6ff03a453aa1458a
square@flow,2798,master,438663b5755d7db124ed3d62889844bf565b15f7
tyzlmjj@PagerBottomTabStrip,2797,master,fae38611c6d35a001455abfa74ea6f8d0abd66a3
florent37@ExpectAnim,2791,master,a5f6fc93858048f412bc038411d9b43e8f6bb6dd
RobotiumTech@robotium,2791,master,75e567c38f26a6a87dc8bef90b3886a20e28d291
JabRef@jabref,2785,main,945a540477af84496b55727d58134d7002e57fce
wildfly@wildfly,2784,main,b12b0c53c0750e226f67af1e2f4e2c60446a77af
OpenHFT@Chronicle-Queue,2781,ea,038520a6237b8c48d379c946684fae7cacf291cb
kiegroup@optaplanner,2774,main,de7c15749e7fe186652cd47f79e6fc035ed027f0
JakeWharton@scalpel,2772,master,9d91f4f78018d56037ba3b2d4cb396a9cc63a673
amitshekhariitbhu@awesome-android-complete-reference,2771,master,4e3a89b42cbc2327fe6e519bb43f3878c05ba9f3
Nightonke@CoCoin,2771,master,5566b054856db7e25cd6b3dd54ccf96461b32699
harjot-oberai@MusicDNA,2768,master,e102b5b2665d963fededc9ee3362d48270d56a65
Tencent@MSEC,2767,master,af82537b691144c2d2df2e5fdf45f1823b861ae7
airbnb@airpal,2765,master,f79d2c1708a2d246029289b0e14fba4c7a51ef60
AdoptOpenJDK@jitwatch,2759,master,40c4ac0e6d8776fe23b4c411f193d860f1098f11
Nightonke@WoWoViewPager,2754,master,b7caf7dfe53f34811106bbfbe103849ad8885484
logisim-evolution@logisim-evolution,2752,master,d8ee95e07a0ebd668bcc857748146ac32905358b
pedrovgs@Algorithms,2747,master,c108e3a4b4fa2556b8c88d7ab6803084b01a4364
EverythingMe@overscroll-decor,2744,master,96f6f55afaeae4d780f151828a809c36a44d6323
Yalantis@GuillotineMenu-Android,2742,master,da8cc2236f65c02e355c1932cc97fadc8226bf48
north2016@T-MVP,2738,master,54907cc2080428ac46ca7527184bf5a6e284da17
bethrobson@Head-First-Design-Patterns,2737,master,c8b5e9631485463bb6442f2a471c26fcf2525291
microservices-patterns@ftgo-application,2734,master,558dfc53b11d30a5f1d995c0c6d58d5106c28189
oguzbilgener@CircularFloatingActionMenu,2732,master,7614a063f326cbd153ead6b06ba979c6cf40796e
oblador@react-native-keychain,2731,master,f3003e8208f6561a77d6fad0544d9a73a6731663
spring-projects-experimental@spring-native,2730,main,eb17f34e5667c8fee9120792b8570c63c3711331
saulmm@CoordinatorBehaviorExample,2729,master,c6b3d22f53fa0754a3d116795346f558895b74d1
arcadefire@nice-spinner,2726,master,1b9c68e7e500835947470bf0bf8bca76a186735f
TangoAgency@material-intro-screen,2721,master,01dd51d1ad601463b7fd6fb2601772c12768c73b
javamelody@javamelody,2719,master,6e90f93272b696706b1f6c2bc3fb271a82e97c6c
fesh0r@fernflower,2717,master,2080f165fa49bcc744a7b6185a8ec64c4cf52c4c
apache@incubator-linkis,2716,master,130718490d44566d29be927ec5cf909ce0071622
flavioarfaria@KenBurnsView,2715,master,4d34c41d32ccceb2407dfdce0130a9b4809763a0
code-troopers@android-betterpickers,2711,master,d729f248d98eb335e284c6d4f9fde4162b8f64cd
elvishew@xLog,2710,master,1de2fdcd28ca74769fa0a26b2672d447ed3d0320
real-logic@simple-binary-encoding,2709,master,100cb64062557a2419268f04a6b8421f81eaf9a9
spring-projects@spring-data-elasticsearch,2707,main,883741e9c1f809e256b622d838abf066f9e648dc
tchiotludo@akhq,2707,dev,e57cc02c790ae833f1e2fd4f77b5cbe8def03c96
AltBeacon@android-beacon-library,2697,master,db4622cc4baad43d100333f85e40b4d2a4ae0637
jjoe64@GraphView,2693,master,047769ac3fbf06055fef3ab49ae515a0ec8b5322
williamfiset@DEPRECATED-data-structures,2689,master,4a5dbdec67ee80feadf7feb4f70ac9f297e7b2ba
500px@500px-android-blur,2688,master,01bd56f4d66ef48585041ceafe5aa4eb8248e409
JohnPersano@SuperToasts,2686,master,5394db6a2f5c38410586d5d001d61f731da1132a
jfeinstein10@JazzyViewPager,2685,master,05fab564593adffec28c76857520ab35f908dea0
aistrate@AlgorithmsSedgewick,2683,master,06703c1371ffdf669d3996baa9e9684d13cdcc82
aritraroy@PatternLockView,2681,master,a90b0d4bf0f286bc23e0356a260b6929adebe7de
kabouzeid@Phonograph,2681,master,d156872cc5ac7f5f295b5fad361974c5fea45631
lukas-krecan@ShedLock,2678,master,e8f8ed5cd47692695127082465355ebb77306d66
fabric8io@kubernetes-client,2677,master,7a4551674cb211aff28ecc2710159736fd425abb
florent37@ViewAnimator,2676,master,bf8f68d8a4ad61c8fde6a3681d565724c3374e6a
Twitter4J@Twitter4J,2676,main,d899f3f6a384c197f9e198fde5d966248ee30971
bin456789@Unblock163MusicClient-Xposed,2671,master,1149a92219d15591b17e87457f08c3130e1924e0
hneemann@Digital,2670,master,632143fff9a4d8dfe9e1da24020c49bd3ed3e3a8
glomadrian@Grav,2669,master,13f8372b3cc320f066ef2490063c054b166ccf22
ldoublem@LoadingView,2667,master,779d5cebd74bbce2a11c20892f9fd3e83ec16ffb
spotify@dockerfile-maven,2666,master,986f960cb82085d2f666acd6c2682672d47f5bb0
r0adkll@Slidr,2664,master,73d774b26b55327831132b05846fc9b099b75c13
spring-projects@spring-loaded,2658,master,d1c4385aba630d73630219b08af276db15f156c7
google@hover,2657,master,4242c499cf304dc88aaedbcfc61ef4bbaf8eaa0c
Todd-Davies@ProgressWheel,2657,master,e64cf8b716a459fa7d6f2d18a90516a7dadc31d1
nisrulz@sensey,2650,master,7ae78d66ae6defa006cfc6f9c7a732c118233693
Malinskiy@SuperRecyclerView,2646,master,b527ae1e77831ecb8dc0eff99a31347684bdf018
ata4@disunity,2645,master,6c1c3215419faaca427fa8d1e960f13cde76e766
jOOQ@jOOR,2645,main,7c27785e5c82bd60bb73a5eee569f3d0fb4df01b
Tencent@VasDolly,2643,master,661adb2648e52e388cde1d12e8bcf245ea47d783
chennaione@sugar,2641,master,2ff1b9d5b11563346b69b4e97324107ff680a61a
siyamed@android-shape-imageview,2640,master,e38e701b228e97229216d145f524deeb12152bfe
spotify@docker-maven-plugin,2640,master,bae07ca8b69227886114191a4d933b57b212c100
yidongnan@grpc-spring-boot-starter,2640,master,acc40faabf1a8d3c210dfbacb671c523896309fb
qii@weiciyuan,2639,0.50,b8f4de854b12c4160a850c2217c779609c5eb445
gcacace@android-signaturepad,2637,master,89d35965ad408bd3b3bfc96aa30cbc51d6dbd863
pchmn@MaterialChipsInput,2633,master,da7da62b75639494b0e893c0508655fa3d834c76
deano2390@MaterialShowcaseView,2629,master,d488f237a08a11370dde1ef3d0e0ebf2f74c6910
smartloli@EFAK,2629,master,e63a2a43a5258ba8ae621680a0251acf9cc28037
SimonVT@android-menudrawer,2621,master,59e8d18e109c77d911b8b63232d66d5f0551cf6a
dlew@joda-time-android,2615,main,3899dcecdee04dad0a6800a1dcf57efd21809eb1
sergejsha@pinned-section-listview,2612,master,cb41213a496fd45bb6404b30bfae23a5a9702492
liangfeidotme@MasteringAndroidDataBinding,2604,master,526a98f68cd116e83047f722b1231f36d37c6400
sucese@android-open-source-project-analysis,2604,master,d1f10b671ba51c728c885e7b45ca2c0ffaf86b31
EngineHub@WorldEdit,2602,master,0b6dcb1fb700e07aa782160c931f2275a12c6efc
zmxv@react-native-sound,2602,master,1aa45f25c8c03ea5c17fac18564c3928bd023113
kubernetes-client@java,2600,master,f44758a9887dac38705206de396db1748d294b78
mihaip@dex-method-counts,2595,master,92ce28416cad857a5500b6dba543543d942bfa6f
cyrilmottier@GreenDroid,2592,master,abd9769f677bb4a753f0bf1119f961187bdf7020
react-native-google-signin@google-signin,2591,master,6e6ec73edfaf945581f81fad6088bba1bcb945fe
sannies@mp4parser,2588,master,ff137905f8f7334c3013fa5fa461a438de49c7e1
CainKernel@CainCamera,2586,master,8d1270e2a4d1e0e69940cf806c5c4ae39615eb66
esoxjem@MovieGuide,2584,master,b271d0a6d18380a1bd1f45d10d83e2285049cdbb
florent37@DiagonalLayout,2584,master,4d02faa060e07e1368e8396f5224c741e6586f65
googlearchive@android-ConstraintLayoutExamples,2580,master,584dde12c5defe53e266a4d3e23868dfd6c76f39
pushtorefresh@storio,2580,master,58f53d81bcc7b069c8bb271c46a90e37775abe8d
facebookarchive@device-year-class,2579,master,a6dc1f304da919a8bf4105ae35babfb51d04531d
SalomonBrys@ANR-WatchDog,2576,master,4d7b4bb288d34a604be80c3c1b13ec85c0c5b06a
VerbalExpressions@JavaVerbalExpressions,2575,master,c03613d25c23c1edaa76b16682c45b10014bd6c4
HiddenRamblings@TagMo,2574,master,a256b5cdc282a57be0d0e1bbea611114d550331c
widdix@aws-cf-templates,2569,master,82d3ff032d11a59596f49f83bde3e8aa26e83168
qos-ch@logback,2567,master,a871e9f1b52e49ebe2ca002a476062b85207fc9c
google@wycheproof,2566,master,2196000605e45d91097147c9c71f26b72af58003
sqlcipher@android-database-sqlcipher,2564,master,62166f771cd04c6400380add5ceec492cfb87d75
mxn21@FlowingDrawer,2555,master,5a8112c530fee29510bf927fe966635c34c0ab1b
voldemort@voldemort,2555,master,a7dbdea58032021361680faacf2782cf981c5332
igniterealtime@Openfire,2551,main,59eb6af260605c2c1527bbcf9b72e113b17c0e70
Krupen@FabulousFilter,2549,master,5236ed56f3767885c31349209fbbf6416fbe8c27
Ramotion@paper-onboarding-android,2549,master,16d48b3e2d3a37fca020b461628a5c6204a49e01
eclipse@paho.mqtt.android,2546,master,3cb8af72f21b56ba72a6a6ddf3066d07d42f80b5
fossasia@phimpme-android,2546,development,60acbd2e5691d3d2f794b86e1277bfedab481035
camunda@zeebe,2540,main,46dae53fd1ee8048696656a1cac9c6d49d699657
katzer@cordova-plugin-local-notifications,2540,master,caff55ec758fdf298029ae98aff7f6a8a097feac
mybatis@spring,2538,master,84f9c17096b996c9ba4db573681b88a7e386bbbf
RodneyShag@HackerRank_solutions,2538,master,34a59eda36b06ceb3a459fc34d5c7c7e7b06f0c5
google@truth,2534,master,847fce99e24494fd6a7170c1f270ac644c77385f
lbryio@lbry-android,2532,master,1e3a74cae1451ba8a26fbf95477865058e0109db
square@keywhiz,2532,master,8ab100c3b9659414ec5aea71c7ee14edac3c6816
iPaulPro@Android-ItemTouchHelper-Demo,2517,master,d164fba0f27c8aa38cfa7dbd4bc74d53dea44605
tdebatty@java-string-similarity,2513,master,93240df9aab3ecea98b869c9536aa7ebc555b281
mongodb@mongo-java-driver,2512,master,d19de196b991cbbe4da79d0d18ed92e58b25ffc2
andpor@react-native-sqlite-storage,2508,master,b6aeac439b9d038bbb9d2e16812d512c38246775
AigeStudio@WheelPicker,2507,master,21cb7b1b887944423804705d68193e8a753ee75a
Cleveroad@SlidingTutorial-Android,2506,master,6b7ed9760f906a1e153da8e7a1ffce805617973d
elye@loaderviewlibrary,2506,master,99c87f012f2ec9da80860f51ff2af162824204de
romainguy@ViewServer,2506,master,269059b4e7377b8861e20444502f6adada0d0943
OpenHFT@Chronicle-Map,2505,ea,010ef402bd854e925a432f5359fd9521a68296a0
cucumber@cucumber-jvm,2503,main,e87a11d2c47deef8ddd5dd24252da1937d1acb91
JetBrains@skija,2503,master,8b17792033e3f0f1b8f0a8a3d0c27f05d25016ab
pwittchen@ReactiveNetwork,2502,RxJava2.x,48adac00d9a47414967a75b81cc696cc35ff60f1
SufficientlySecure@html-textview,2501,master,c8bb3cf655715b0e3d969f6b7b9a9d0decf760fb
javaee-samples@javaee7-samples,2497,master,4a67b232d71bc2b3b6d418e955218fa71741b943
sd6352051@NiftyDialogEffects,2490,master,dccfe57d99a273761e89835f2383334d2c633083
LibrePDF@OpenPDF,2487,master,ee6099f821aff4bde19599d07596f210f8f0467c
nico2sh@materialish-progress,2487,master,f82831e11c81a4385cdd5bf4ced93e5ecd93550d
Kyson@AndroidGodEye,2484,master,459f5cb5a2a4d176ff63f27322644a8191df2af9
balysv@material-menu,2482,master,cdad7aad4ba5c8604fd5eefbca8af1f864c6ef09
spring-projects@spring-data-jpa,2482,main,88dffa8e90caa1cb39345decd6d697318210f5a8
medcl@elasticsearch-analysis-pinyin,2481,master,0f7d4c9394aaf9fef46ff3a731e557f0bccc79d0
johannilsson@android-pulltorefresh,2480,master,ccd0c71a4b291a5ad4673081dfbb72877fb3b346
2dxgujun@AndroidTagGroup,2479,master,6d32f52409fabb0fdf24d665622fe3fe3f8f9ad4
JakeWharton@Telecine,2479,master,54293b7117164345a1df3005db89701e12ea99d4
DoubleSymmetry@react-native-track-player,2474,main,d23c3fb990aaf9d6783881fabe21e059b62b0782
JakeWharton@RxRelay,2473,master,842359253c99177c3293594dbd66f90462d33374
yanzhenjie@Album,2469,master,b17506440d32909d42aba41f6a388041a25c8363
nutzam@nutz,2466,master,9b0983fcbd77fd37d9ebdb22a7b3b3afcdc796a4
Zomato@AndroidPhotoFilters,2466,master,31e94f455fb1035b8e8e1af94fe8036f7fc3682f
federicoiosue@Omni-Notes,2465,develop,c4ca7878ec80419da815a9f0d7bb9059061c0c7d
vdurmont@emoji-java,2464,master,9a90624aa0a50f1785d6a10e1fcb2a296ce468f7
xuuhaoo@OkSocket,2463,master,4da9bf3ae6c0e990b9377e115177c198e315c707
team-supercharge@ShimmerLayout,2458,master,6ffc119430a56667ba485e09cbb98190e5f50531
apache@nutch,2456,master,ed7b6615bc0082e342da22ee0ea401efce39893e
jenkinsci@configuration-as-code-plugin,2453,master,74ee278921f8193f5aa1c0db9b1f8a1c48868647
ozodrukh@CircularReveal,2453,master,12051e84a91ed20dc85de142605105024fc70ba0
daimajia@AnimationEasingFunctions,2449,master,7497ee95d2c5f95f0655ba6f88a14c05ed2281ab
osmdroid@osmdroid,2449,master,abbd81948f6ab0dc6563d6706799a664c1c4d32a
igreenwood@SimpleCropView,2448,master,f7563f640d0fcf4df91b6b30c7cabbec5d9c559c
zcweng@SwitchButton,2448,master,4f2b89d52d71d4e72a2e978bb0b634019307cbb7
saulmm@Material-Movies,2445,master,1e12ec5968c133375df60ee0a6c9692f08f49ec0
zoontek@react-native-bootsplash,2445,master,042b16344d7225f3df21c6b7736b562ce719df0e
ac-pm@Inspeckage,2444,master,d8806c9e5f14d44c2e19a331e929d72d6faa4c54
iammert@MaterialIntroView,2436,master,f7b36b77d691bd0f2b270b378fab8d1aaf8ea273
AsamK@signal-cli,2435,master,e0c2f58e8d25e5cb3c4b3e88f897f2c49e327be7
fossasia@susi_server,2435,development,230d679cf18d0b6c1889cefd2cc1697810c8ec58
WhatsApp@stickers,2434,main,9269e60ec6ac77ac92fa3c7f694ed121af1fb3da
prometheus@jmx_exporter,2430,main,b6b811b4aae994e812e902b26dd41f29364c0e2b
path@android-priority-jobqueue,2427,master,8b8c70834ee2e4aec8f0b7894f55cdb82272be36
grishka@Houseclub,2426,master,cda6d350247df957268c67e2551e0681d64c5497
Comcast@FreeFlow,2424,master,9f7391dc26651dbac0ecd83784bc98dab4e5ec08
konifar@android-material-design-icon-generator-plugin,2423,master,07e59c9c42737539ea0b7cd597afc5f72d5892af
LinShunKang@MyPerf4J,2418,develop,6b4e7dcc7e815b65608e4b40897329f25bd87b18
square@tape,2413,master,445cd3fd0a7b3ec48c9ea3e0e86663fe6d3735d8
docker-java@docker-java,2411,master,f6f9d676d9244d6048fdf85c5db6f2c4813d5c23
iReaderAndroid@X2C,2411,master,9bdf7ea7bc509481ce9fd1d1ea69b6847b5f832e
real-logic@agrona,2410,master,55759755b79ff9c0edfbe3172943b6951032a835
yqritc@RecyclerView-FlexibleDivider,2405,master,d654bff27600aac032ac318d76b002629510d2cf
zhouchaoyuan@excelPanel,2405,master,023c17e4d10eb72bd03e5cd89bef428bd3e73b51
Swagger2Markup@swagger2markup,2401,master,ac22f6340410daeae82fe2c5954624f82076d6c3
thymeleaf@thymeleaf,2399,3.1-master,71cca206b7e8de09bed3722ce987ca8105cbfb53
soot-oss@soot,2394,develop,3e21e9314da6bdb212e0869ba499a6ea3dc41bad
VictorAlbertos@RxCache,2392,2.x,d90ad1e88d297c58feb1ecdb3272670dbdf86096
exadel-inc@CompreFace,2390,master,cd43278a99d669d7753eab322c18cfbeb099a938
Azoft@CarouselLayoutManager,2389,master,979b5d3c17f44c5b5c1fa57472a8163efb2e9075
xmuSistone@CardSlidePanel,2386,master,70dab2540745c39bfef805c4621b52ebfb85fc97
zalando@zalenium,2386,master,4b322387d0a88c6c81fec7466558df1e85fab98d
android-cjj@JJSearchViewAnim,2379,master,55291efd7792852868f9957193e3a18b0ee2cdc9
